web-scraper-order,web-scraper-start-url,pages,pages-href,item,item-href,prix,Location,superficie,nb pieces,nb chambres,nb salles de bains,etat ,Age,etage,Ca1,Ca2,Ca3,Ca4,Ca5,Ca6,Ca7,Ca8,Ca9,Ca10
1644854486-1200,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4","Appartement de 73m², 2 Pièces, Moulay Rac...",https://www.mubawab.ma/fr/pa/6969598/appartement-de-73m%C2%B2-2-pi%C3%A8ces-moulay-rachid,550 000 DH,"Hay Moulay Rachid 1 à
				
				Casablanca","73
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Ascenseur,Four,null,null,Voir la vidéo,null,null,null,null,null
1644854496-1204,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Vente d'un bel appartement à Aïn Sebaâ. S...,https://www.mubawab.ma/fr/a/7313851/vente-d-un-bel-appartement-%C3%A0-a%C3%AFn-seba%C3%A2-surface-de-138-m%C2%B2-salon-traditionnel-et-syst%C3%A8me-d-antenne-parabolique,1 480 000 DH,"Aïn Sebaâ à
				
				Casablanca","138
					m²",5 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,null,Terrasse,Garage,Ascenseur,Salon Marocain,Salon européen,Climatisation,Double vitrage,Antenne parabolique,Cuisine équipée,null
1644854630-1253,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Villa de 500m à raser à chantilly rue cal...,https://www.mubawab.ma/fr/a/6968131/villa-de-500m-%C3%A0-raser-%C3%A0-chantilly-rue-calme,10 000 000 DH,"Anfa Supérieur à
				
				Casablanca","500
					m²",6 Pièces,5 Chambres,6 Salles de bains,À rénover,null,null,Terrasse,Garage,Piscine,Jardin,Concierge,Chambre rangement,Salon européen,Climatisation,Cheminée,Four
1644854528-1216,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",2 chambres neuf à Oulfa haut sranding,https://www.mubawab.ma/fr/a/7250901/2-chambres-neuf-%C3%A0-oulfa-haut-sranding,750 000 DH,"Oulfa à
				
				Casablanca","87
					m²",3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,"4ème
					étage",Terrasse,Garage,Concierge,Marbre,null,null,null,null,null,null
1644854465-1192,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Joli appartement à vendre sur les princes...,https://www.mubawab.ma/fr/a/7327133/joli-appartement-%C3%A0-vendre-sur-les-princesses,1 750 000 DH,"Les princesses à
				
				Casablanca","126
					m²",7 Pièces,3 Chambres,2 Salles de bains,Bon état,10-20 ans,"2ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Salon Marocain,Salon européen,Climatisation,Cheminée,Cuisine équipée
1644854200-1099,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Vente d'un charmant appartement de 122 m²,https://www.mubawab.ma/fr/a/7361432/vente-d-un-charmant-appartement-de-122-m%C2%B2,1 700 000 DH,"Les Hôpitaux à
				
				Casablanca","122
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,null,null,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Cheminée,Cuisine équipée,null,null,null
1644854329-1147,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Magnifique appartements de 36 à 85m2,https://www.mubawab.ma/fr/a/7247737/magnifique-appartements-de-36-%C3%A0-85m2,1 107 000 DH,"Gauthier à
				
				Casablanca","36
					m²",2 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Terrasse,Sécurité,null,null,null,null,null,null,null,null
1644854503-1207,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Vente appartement hôpitaux 2 mars 2 ch,https://www.mubawab.ma/fr/a/7269295/vente-appartement-h%C3%B4pitaux-2-mars-2-ch,1 470 000 DH,"Les Hôpitaux à
				
				Casablanca","115
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,10-20 ans,"2ème
					étage",Garage,Ascenseur,Salon Marocain,Porte blindée,Marbre,null,null,null,null,null
1644854596-1241,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Appartement 85m² à vendre Ain Sbaa Casabl...,https://www.mubawab.ma/fr/a/7326808/appartement-85m%C2%B2-%C3%A0-vendre-ain-sbaa-casablanca,890 000 DH,"Aïn Sebaâ à
				
				Casablanca","85
					m²",4 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,null,Terrasse,Garage,Ascenseur,Jardin,Concierge,Salon Marocain,Salon européen,Climatisation,Marbre,null
1644854172-1087,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",MAGNIFIQUE DUPLEX 325 m2 sans aucun vis a...,https://www.mubawab.ma/fr/a/7288979/magnifique-duplex-325-m2-sans-aucun-vis-a-vis,4 750 000 DH,"Les princesses à
				
				Casablanca","325
					m²",8 Pièces,4 Chambres,4 Salles de bains,Bon état,5-10 ans,"5ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Chambre rangement,Climatisation,Chauffage central,Cheminée,null,null
1644854645-1259,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Appartement à vendre,https://www.mubawab.ma/fr/a/7358199/appartement-%C3%A0-vendre,2 500 000 DH,"Bourgogne Ouest à
				
				Casablanca","140
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,"2ème
					étage",null,Garage,Ascenseur,Concierge,null,null,null,null,null,null,null
1644854198-1098,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",A vendre appartement pas cher Bourgogne,https://www.mubawab.ma/fr/a/7320254/a-vendre-appartement-pas-cher-bourgogne,1 550 000 DH,"Bourgogne Ouest à
				
				Casablanca","130
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,10-20 ans,"4ème
					étage",Garage,Marbre,Cuisine équipée,null,null,null,null,null,null,null
1644854273-1127,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",6,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:6",Bel appartement à vendre à Racine,https://www.mubawab.ma/fr/a/6833336/bel-appartement-%C3%A0-vendre-%C3%A0-racine,2 800 000 DH,"Racine à
				
				Casablanca","159
					m²",4 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,"1er
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon européen,Climatisation,Antenne parabolique,Marbre,Machine à laver,null
1644854458-1189,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4",Appartement de 73m² en vente Résidence la...,https://www.mubawab.ma/fr/pa/6960283/appartement-de-73m%C2%B2-en-vente-r%C3%A9sidence-la-for%C3%AAt,550 000 DH,"Hay Moulay Rachid 1 à
				
				Casablanca","73
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,null,null,Ascenseur,Four,null,null,Voir la vidéo,null,null,null,null,null
1644854677-1272,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Vente d'un bel appartement à Bourgogne Es...,https://www.mubawab.ma/fr/a/7349639/vente-d-un-bel-appartement-%C3%A0-bourgogne-est-2-belles-chambres-avec-ascenseur-et-terrasse,1 500 000 DH,"Bourgogne Est à
				
				Casablanca","116
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,10-20 ans,null,Terrasse,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Parquet,Cuisine équipée,null,null
1644854583-1236,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Opportunité Appartement 85m² Sidi Moumen,https://www.mubawab.ma/fr/a/7314541/opportunit%C3%A9-appartement-85m%C2%B2-sidi-moumen,395 000 DH,"Sidi Moumen à
				
				Casablanca","85
					m²",3 Pièces,2 Chambres,1 Salle de bain,À rénover,20-30 ans,"2ème
					étage",Concierge,Salon Marocain,null,null,null,null,null,null,null,null
1644854219-1107,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Bel appartement à vendre à Maârif. Surfac...,https://www.mubawab.ma/fr/a/7193391/bel-appartement-%C3%A0-vendre-%C3%A0-ma%C3%A2rif-surface-totale-94-m%C2%B2-r%C3%A9sidence-avec-concierge-climatisation-g%C3%A9n%C3%A9rale-,1 320 000 DH,"Maârif à
				
				Casablanca","94
					m²",5 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,"1er
					étage",Terrasse,Garage,Ascenseur,Jardin,Concierge,Chambre rangement,Salon Marocain,Salon européen,Double vitrage,Marbre
1644854570-1232,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Appartement de 79m² en vente Résidence Al...,https://www.mubawab.ma/fr/pa/7284127/appartement-de-79m%C2%B2-en-vente-r%C3%A9sidence-al-hamd-2,801 000 DH,"City Dar Es Salaam à
				
				Casablanca","79
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,"1er
					étage",null,Ascenseur,Cuisine équipée,Four,null,Voir la vidéo,null,null,null,null,null
1644854556-1226,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Appartement de 55m² en vente Résidence Di...,https://www.mubawab.ma/fr/pa/7157726/appartement-de-55m%C2%B2-en-vente-r%C3%A9sidence-diaz,1 067 500 DH,"Maârif Extension à
				
				Casablanca","72
					m²",2 Pièces,1 Chambre,1 Salle de bain,Nouveau,"5ème
					étage",null,Ascenseur,Climatisation,Cuisine équipée,null,Voir la vidéo,null,null,null,null,null
1644854356-1158,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Villa à vendre à Californie,https://www.mubawab.ma/fr/a/7311480/villa-%C3%A0-vendre-%C3%A0-californie,7 090 000 DH,"Californie à
				
				Casablanca","435
					m²",9 Pièces,4 Chambres,3 Salles de bains,Nouveau,5-10 ans,null,Terrasse,Garage,Piscine,Jardin,Concierge,Chambre rangement,Salon Marocain,Salon européen,Antenne parabolique,Marbre
1644854238-1114,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",6,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:6",Dernier etage soleil terrasse,https://www.mubawab.ma/fr/a/7176984/dernier-etage-soleil-terrasse,3 127 000 DH,"Gauthier à
				
				Casablanca","138
					m²",3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,"3ème
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon Marocain,Salon européen,Climatisation,Sécurité,Four,null
1644854610-1245,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2","Apartement de 91m² en vente, Résidence El...",https://www.mubawab.ma/fr/pa/7276871/apartement-de-91m%C2%B2-en-vente-r%C3%A9sidence-el-yassamine,895 000 DH,"Bernoussi à
				
				Casablanca","91
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Piscine,Climatisation,Sécurité,Cuisine équipée,Voir la vidéo,null,null,null,null,null
1644854479-1197,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",4,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:4","Appartement de 88m² en vente, LIV'IN Gard...",https://www.mubawab.ma/fr/pa/7331085/appartement-de-88m%C2%B2-en-vente-liv-in-garden,1 560 000 DH,"Maârif Extension à
				
				Casablanca","88
					m²",3 Pièces,2 Chambres,1 Salle de bain,null,null,null,Jardin,Concierge,Climatisation,Sécurité,Voir le catalogue en PDF,Voir la vidéo,null,null,null,null
1644854371-1164,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",5,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:5",Bel appartement HS avec terrasse à Palmie...,https://www.mubawab.ma/fr/a/7263557/bel-appartement-hs-avec-terrasse-%C3%A0-palmier,1 940 000 DH,"Palmier à
				
				Casablanca","188
					m²",4 Pièces,3 Chambres,2 Salles de bains,Bon état,20-30 ans,"1er
					étage",Terrasse,Garage,Ascenseur,Climatisation,Antenne parabolique,Sécurité,Porte blindée,Marbre,null,null
1644854667-1268,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",2,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:2",Appartement de 101m² avec 73m² de terrass...,https://www.mubawab.ma/fr/pa/7331075/appartement-de-101m%C2%B2-avec-73m%C2%B2-de-terrasse-en-vente-liv-in-garden,2 150 000 DH,"Maârif Extension à
				
				Casablanca","174
					m²",4 Pièces,3 Chambres,2 Salles de bains,null,null,null,Terrasse,Jardin,Concierge,Climatisation,Voir le catalogue en PDF,Voir la vidéo,null,null,null,null
1644854212-1104,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Appartement de 81m² en vente Résidence Al...,https://www.mubawab.ma/fr/pa/7284120/appartement-de-81m%C2%B2-en-vente-r%C3%A9sidence-al-hamd-2,804 000 DH,"City Dar Es Salaam à
				
				Casablanca","81
					m²",3 Pièces,2 Chambres,1 Salle de bain,Nouveau,"3ème
					étage",null,Ascenseur,Cuisine équipée,Four,null,Voir la vidéo,null,null,null,null,null
1644854591-1239,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Vente d'Appartements Neufs Haut Standing,https://www.mubawab.ma/fr/a/7305356/vente-d-appartements-neufs-haut-standing,1 950 000 DH,"Tantonville à
				
				Casablanca","110
					m²",5 Pièces,3 Chambres,3 Salles de bains,Nouveau,Moins d'un an,null,Garage,Ascenseur,Concierge,Climatisation,Antenne parabolique,Sécurité,Marbre,Cuisine équipée,null,null
1644854255-1120,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",6,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:6",Appartement a vendre racine,https://www.mubawab.ma/fr/a/7333724/appartement-a-vendre-racine,2 300 000 DH,"Racine à
				
				Casablanca","147
					m²",3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,"1er
					étage",Terrasse,Garage,Ascenseur,Concierge,Salon européen,Climatisation,Chauffage central,Double vitrage,Sécurité,Machine à laver
1644854165-1084,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",7,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:7",Vente Appartement Casablanca Bouskoura,https://www.mubawab.ma/fr/a/6983779/vente-appartement-casablanca-bouskoura,3 800 000 DH,Casablanca,"185
					m²",5 Pièces,4 Chambres,1 Salle de bain,"5ème
					étage",null,null,Terrasse,Ascenseur,Piscine,Jardin,Chauffage central,Cheminée,Sécurité,Cuisine équipée,null,null
1644854561-1228,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale",3,"https://www.mubawab.ma/fr/ct/casablanca/immobilier-a-vendre-all:sc:apartments-for-sale,houses-for-sale,villas-and-luxury-homes-for-sale:p:3",Appartement au RDC de 105m² en vente Les...,https://www.mubawab.ma/fr/pa/7259213/appartement-au-rdc-de-105m%C2%B2-en-vente-les-all%C3%A9es-de-californie-2,1 567 000 DH,"Californie à
				
				Casablanca","105
					m²",4 Pièces,3 Chambres,1 Salle de bain,Nouveau,null,null,Climatisation,Cuisine équipée,Four,null,null,null,null,null,null,null
